logement,surface_m2,chauffage,ampoules,lave_linge,lave_vaisselle,four,climatisation,nb_personnes,transport_mode,transport_km_semaine,estimation_kgCO2_an
appartement,145,pompe à chaleur,22,0,0,0,1,6,velo,198,354.81333333333333
maison,113,gaz,23,1,0,1,0,3,velo,15,1040.5666666666668
appartement,94,electrique,22,0,1,0,1,6,velo,63,394.7133333333333
appartement,44,electrique,14,1,1,1,1,6,marche,0,207.5
maison,82,gaz,24,1,0,0,0,5,velo,104,490.04
maison,32,pompe à chaleur,5,0,1,0,1,2,velo,166,313.15999999999997
appartement,72,electrique,18,0,1,0,0,6,voiture,161,1277.9733333333334
maison,42,electrique,24,1,0,0,0,5,velo,184,268.84000000000003
maison,105,gaz,9,1,1,1,1,4,voiture,20,859.8
appartement,78,electrique,7,0,0,0,0,1,voiture,176,2728.24
maison,111,electrique,20,1,0,1,1,5,voiture,108,1198.92
appartement,106,gaz,5,1,1,1,1,6,velo,38,497.38
maison,84,electrique,8,1,0,1,1,1,marche,0,1965.0
appartement,131,gaz,10,0,0,0,1,5,voiture,160,1703.4
maison,108,electrique,24,1,0,1,0,2,marche,0,1227.5
maison,64,electrique,17,1,1,0,0,5,marche,0,299.0
maison,143,electrique,23,0,1,1,1,4,velo,180,869.3
maison,68,electrique,25,1,1,0,1,4,velo,167,494.67
maison,32,electrique,24,1,0,0,0,6,velo,54,164.87333333333333
appartement,38,electrique,10,0,0,1,1,6,voiture,185,1327.7333333333333
maison,147,pompe à chaleur,18,0,1,1,0,5,voiture,200,1588.0
maison,94,pompe à chaleur,25,0,1,1,1,4,velo,41,358.16
appartement,60,gaz,6,0,0,0,0,4,marche,0,390.0
appartement,98,pompe à chaleur,24,1,1,1,1,3,velo,134,516.5066666666667
appartement,117,electrique,5,0,1,0,0,6,velo,17,406.0866666666667
appartement,84,electrique,7,0,1,0,0,2,marche,0,885.0
maison,61,electrique,22,0,1,1,0,1,velo,58,1505.08
appartement,138,gaz,24,0,0,1,1,2,velo,184,1982.84
maison,118,gaz,13,0,0,1,1,3,velo,115,1116.5666666666668
maison,147,pompe à chaleur,5,0,1,0,1,3,velo,149,602.0733333333334
appartement,71,electrique,8,1,1,1,0,3,voiture,189,1704.36
maison,54,electrique,15,1,1,1,1,4,marche,0,363.75
maison,93,gaz,22,1,1,1,1,2,marche,0,1385.0
maison,57,gaz,21,1,1,0,0,6,marche,0,280.0
appartement,104,gaz,7,1,1,1,1,3,velo,23,970.98
maison,129,electrique,18,0,1,0,0,4,voiture,177,1799.48
maison,62,electrique,10,1,0,1,0,6,marche,0,232.5
appartement,100,pompe à chaleur,19,1,1,1,1,2,marche,0,707.5
maison,90,pompe à chaleur,13,0,1,1,1,6,marche,0,205.0
appartement,116,electrique,18,1,0,1,0,6,voiture,126,1212.0733333333333
appartement,82,pompe à chaleur,7,0,1,0,1,4,voiture,13,346.12
appartement,49,gaz,23,1,0,0,1,6,velo,133,306.24666666666667
maison,104,gaz,25,0,0,1,0,1,marche,0,2880.0
maison,142,gaz,16,1,1,1,1,6,marche,0,655.8333333333334
appartement,95,pompe à chaleur,15,0,1,0,1,1,marche,0,1270.0
maison,118,electrique,14,0,0,1,0,2,velo,10,1267.6
maison,126,electrique,23,1,0,0,1,3,velo,173,1019.98
maison,67,gaz,20,0,1,1,0,4,voiture,68,905.5699999999999
appartement,36,electrique,17,0,0,0,1,5,marche,0,208.0
maison,80,electrique,16,1,0,0,0,5,voiture,54,693.96
appartement,90,gaz,21,1,0,0,1,5,velo,110,555.6
appartement,113,pompe à chaleur,19,1,1,0,1,1,voiture,45,1795.8
maison,31,gaz,23,0,1,1,1,3,velo,194,452.1066666666667
maison,111,pompe à chaleur,11,0,0,0,0,5,voiture,43,512.3199999999999
appartement,110,gaz,19,0,1,0,1,4,voiture,170,1838.3
maison,101,pompe à chaleur,18,1,0,1,1,1,velo,141,1431.66
appartement,33,electrique,8,0,0,1,0,4,voiture,44,467.06
appartement,78,electrique,15,1,0,1,0,6,marche,0,294.1666666666667
appartement,38,gaz,17,0,0,0,0,1,velo,179,1166.54
maison,123,gaz,7,0,1,1,1,4,marche,0,836.25
appartement,98,pompe à chaleur,5,0,1,1,1,1,velo,59,1245.34
maison,49,pompe à chaleur,8,0,1,1,1,3,velo,105,283.9666666666667
maison,115,electrique,17,1,0,0,1,1,velo,110,2673.6
maison,136,pompe à chaleur,24,1,0,1,0,3,marche,0,551.6666666666666
maison,144,electrique,24,1,1,0,1,2,velo,47,1669.72
appartement,79,pompe à chaleur,9,0,1,0,1,5,marche,0,210.0
maison,38,gaz,22,0,0,0,1,6,velo,185,268.1
maison,105,electrique,6,1,1,1,1,3,voiture,19,913.56
appartement,130,pompe à chaleur,7,0,1,1,0,2,marche,0,710.0
appartement,75,electrique,11,0,0,0,0,4,velo,18,407.18
maison,133,pompe à chaleur,20,1,0,0,1,6,velo,142,321.0866666666667
maison,106,electrique,24,1,0,1,0,4,voiture,122,1365.03
maison,90,pompe à chaleur,12,1,0,0,1,2,marche,0,597.5
maison,66,gaz,12,1,1,1,0,5,marche,0,369.0
appartement,76,electrique,17,1,1,1,1,6,marche,0,319.1666666666667
appartement,102,gaz,11,1,1,0,0,5,voiture,89,1096.3600000000001
appartement,38,electrique,18,0,1,0,0,3,voiture,192,1518.08
appartement,100,pompe à chaleur,22,1,1,1,0,6,velo,59,231.17333333333335
maison,139,gaz,20,0,0,0,0,4,voiture,134,1754.9099999999999
maison,115,pompe à chaleur,21,1,0,1,0,4,velo,141,390.40999999999997
appartement,75,pompe à chaleur,22,1,1,1,1,6,velo,146,237.12666666666667
appartement,34,pompe à chaleur,14,1,1,1,0,3,marche,0,185.0
appartement,30,gaz,6,1,0,1,1,4,voiture,76,727.99
maison,45,gaz,21,1,0,0,1,4,marche,0,377.5
maison,88,pompe à chaleur,9,0,0,1,0,5,velo,131,234.06
appartement,64,pompe à chaleur,16,0,0,0,0,6,voiture,163,1150.4533333333334
maison,45,electrique,8,0,1,0,0,1,voiture,128,1798.72
appartement,67,pompe à chaleur,21,0,1,1,1,5,marche,0,216.0
maison,42,gaz,6,0,1,1,0,3,voiture,61,767.3066666666666
maison,133,pompe à chaleur,8,0,0,1,0,3,voiture,30,667.2
maison,37,pompe à chaleur,25,1,1,0,0,6,voiture,115,828.4333333333334
maison,106,electrique,9,1,0,0,1,6,voiture,49,703.26
appartement,126,pompe à chaleur,11,0,0,0,0,4,marche,0,342.5
maison,96,pompe à chaleur,23,1,1,1,0,4,marche,0,316.25
appartement,50,gaz,23,0,1,0,1,2,voiture,107,1492.6799999999998
maison,39,gaz,12,1,0,0,1,5,velo,104,281.04
appartement,112,electrique,12,0,1,0,1,2,velo,183,1312.58
appartement,145,pompe à chaleur,22,1,1,0,0,6,voiture,197,1515.1133333333332
appartement,91,electrique,20,1,1,1,0,3,voiture,10,760.7333333333333
appartement,122,electrique,23,1,1,1,0,6,voiture,26,619.74
appartement,81,electrique,10,0,1,0,0,5,marche,0,348.0
maison,38,gaz,18,1,0,1,1,4,marche,0,333.75
maison,50,pompe à chaleur,13,1,1,0,0,2,voiture,81,842.94
maison,36,gaz,20,0,1,1,0,3,voiture,77,863.8133333333333
appartement,104,gaz,20,0,0,0,1,6,voiture,191,1683.5066666666667
maison,54,electrique,8,1,1,1,1,3,voiture,139,1329.0266666666666
appartement,87,gaz,19,1,0,1,1,1,marche,0,2570.0
maison,111,gaz,24,0,0,1,0,4,voiture,135,1603.65
maison,59,gaz,23,1,1,1,1,5,marche,0,386.0
maison,66,pompe à chaleur,24,1,1,0,1,5,velo,145,256.7
maison,60,pompe à chaleur,23,0,1,1,0,5,marche,0,176.0
appartement,134,electrique,7,1,0,1,0,6,marche,0,467.5
appartement,114,gaz,7,0,1,0,1,1,marche,0,3090.0
appartement,129,electrique,15,0,1,1,0,6,velo,64,479.9733333333333
appartement,58,gaz,9,1,0,1,1,1,marche,0,1745.0
maison,35,gaz,24,0,1,0,0,2,velo,67,584.92
appartement,92,electrique,9,0,1,0,1,4,voiture,75,993.0
appartement,84,electrique,17,1,0,0,0,3,voiture,32,824.6800000000001
appartement,100,gaz,15,0,0,1,0,5,velo,24,542.24
appartement,129,electrique,12,1,1,0,0,5,voiture,55,892.2
appartement,48,pompe à chaleur,5,0,1,0,1,4,marche,0,175.0
appartement,113,pompe à chaleur,14,1,1,0,0,5,velo,184,310.84000000000003
maison,39,pompe à chaleur,17,1,0,0,0,6,velo,39,107.64
maison,117,electrique,10,1,1,1,1,2,marche,0,1332.5
appartement,35,gaz,17,1,1,1,0,5,voiture,120,972.8
maison,107,electrique,18,1,1,0,0,4,voiture,42,853.3299999999999
appartement,120,gaz,8,0,0,0,0,6,marche,0,513.3333333333334
appartement,122,gaz,5,0,0,1,0,1,velo,117,3160.42
appartement,128,gaz,20,1,0,1,0,2,marche,0,1727.5
maison,123,pompe à chaleur,6,0,1,1,0,4,marche,0,335.0
appartement,120,gaz,24,1,0,0,1,1,velo,102,3441.52
appartement,63,electrique,11,1,1,0,1,1,voiture,12,1639.88
appartement,52,gaz,15,0,1,0,1,1,marche,0,1620.0
appartement,56,gaz,8,0,0,1,0,2,voiture,48,1054.52
appartement,78,gaz,11,0,1,0,0,2,velo,80,1060.8
maison,62,gaz,15,0,1,1,0,6,voiture,79,784.6266666666667
appartement,134,pompe à chaleur,20,1,0,0,1,2,marche,0,857.5
maison,142,gaz,16,1,0,1,1,6,velo,72,671.22
appartement,83,electrique,10,1,1,0,1,4,voiture,147,1406.03
appartement,140,gaz,17,0,1,0,0,6,voiture,155,1582.2
maison,35,electrique,15,0,0,1,1,1,voiture,79,1522.96
appartement,95,electrique,16,1,1,0,1,3,velo,66,768.8266666666666
appartement,32,electrique,19,0,1,0,0,5,voiture,182,1305.68
maison,84,pompe à chaleur,12,1,0,0,1,2,velo,136,602.86
appartement,58,gaz,24,0,1,0,1,3,velo,184,667.84
maison,117,electrique,5,1,0,0,1,2,marche,0,1282.5
appartement,72,pompe à chaleur,15,1,1,0,0,1,marche,0,915.0
maison,146,gaz,14,0,0,1,0,3,velo,129,1306.8733333333332
maison,58,gaz,25,1,1,0,0,5,voiture,92,923.08
appartement,145,pompe à chaleur,13,1,1,1,1,1,marche,0,1805.0
appartement,59,gaz,12,0,1,1,0,5,marche,0,329.0
appartement,66,pompe à chaleur,22,1,0,1,0,3,velo,134,346.50666666666666
appartement,47,gaz,14,0,0,1,0,4,velo,82,357.57
maison,123,gaz,12,1,0,0,0,4,velo,100,831.0
maison,32,gaz,18,0,0,1,0,5,marche,0,202.0
appartement,103,pompe à chaleur,5,1,1,0,1,1,velo,146,1312.96
appartement,103,gaz,14,0,1,1,0,2,voiture,27,1550.98
appartement,66,gaz,16,0,0,1,0,4,velo,45,471.7
maison,112,gaz,9,1,0,0,1,5,voiture,69,1043.56
maison,30,pompe à chaleur,6,0,1,1,0,6,voiture,160,1066.7333333333333
maison,52,pompe à chaleur,6,1,0,0,1,2,velo,83,399.08
appartement,125,gaz,10,1,0,0,0,3,marche,0,1083.3333333333333
maison,61,pompe à chaleur,18,0,0,0,1,6,voiture,13,237.78666666666666
maison,92,gaz,14,1,1,1,0,5,velo,53,516.78
maison,135,electrique,22,1,1,1,1,4,voiture,28,960.97
appartement,129,electrique,17,1,1,1,1,4,voiture,84,1267.9099999999999
maison,61,electrique,19,1,1,0,1,4,marche,0,401.25
maison,139,gaz,8,1,1,1,1,5,velo,111,784.86
appartement,46,electrique,22,1,0,1,0,2,voiture,41,853.34
appartement,112,pompe à chaleur,16,1,1,1,0,2,voiture,92,1251.58
maison,32,pompe à chaleur,22,1,1,1,1,1,marche,0,765.0
appartement,64,pompe à chaleur,11,1,1,1,0,1,marche,0,825.0
appartement,60,pompe à chaleur,25,0,0,0,0,5,velo,31,178.06
maison,88,gaz,21,0,1,0,1,5,marche,0,516.0
appartement,142,gaz,22,1,0,1,1,4,voiture,118,1730.0700000000002
appartement,137,gaz,7,0,0,0,1,3,marche,0,1215.0
maison,150,pompe à chaleur,8,0,0,1,0,2,velo,20,810.2
appartement,149,gaz,21,1,0,1,1,6,velo,178,736.28
maison,40,electrique,18,1,0,0,1,5,marche,0,231.0
appartement,103,gaz,20,1,0,0,1,2,voiture,130,2286.2
maison,94,pompe à chaleur,20,0,0,1,0,5,velo,69,251.94
appartement,61,gaz,24,0,1,1,1,5,marche,0,393.0
appartement,90,pompe à chaleur,11,1,0,1,1,2,voiture,165,1637.1
appartement,117,pompe à chaleur,18,1,0,0,0,5,velo,165,317.9
appartement,88,gaz,11,1,0,1,1,2,marche,0,1257.5
appartement,90,electrique,20,1,1,1,0,2,marche,0,1037.5
appartement,49,electrique,12,1,1,0,1,3,marche,0,431.6666666666667
maison,143,pompe à chaleur,21,0,0,0,0,5,voiture,84,852.16
appartement,31,gaz,11,1,1,1,1,2,velo,18,559.68
appartement,117,electrique,18,0,1,1,0,6,voiture,111,1120.9733333333334
maison,77,gaz,8,1,0,1,1,6,voiture,150,1304.3333333333333
maison,107,gaz,12,0,1,0,1,6,voiture,29,675.1266666666667
appartement,51,electrique,19,1,1,1,0,5,marche,0,257.0
maison,138,pompe à chaleur,23,1,0,0,1,2,marche,0,892.5
appartement,142,pompe à chaleur,19,1,0,0,1,1,marche,0,1785.0
maison,112,gaz,15,1,0,0,1,5,marche,0,625.0
appartement,88,pompe à chaleur,13,1,0,1,0,6,voiture,190,1363.1
appartement,96,gaz,24,0,0,1,1,2,marche,0,1410.0
appartement,126,gaz,10,0,0,1,1,4,voiture,22,994.78
appartement,32,pompe à chaleur,8,0,1,0,0,6,velo,96,94.96000000000001
appartement,122,pompe à chaleur,16,0,1,0,1,3,velo,36,526.0266666666666
appartement,99,gaz,14,1,0,1,0,2,voiture,51,1653.24
appartement,149,electrique,12,1,0,1,0,3,velo,123,1083.6466666666668
appartement,114,gaz,22,0,1,1,0,5,velo,21,629.46
maison,52,electrique,15,1,1,0,0,6,velo,125,238.33333333333334
appartement,102,gaz,18,1,1,1,0,2,voiture,24,1552.26
maison,64,pompe à chaleur,18,1,1,1,1,4,voiture,100,885.25
appartement,47,electrique,9,0,1,1,1,6,voiture,23,348.52
appartement,150,pompe à chaleur,6,1,1,1,0,1,marche,0,1635.0
appartement,81,pompe à chaleur,19,1,0,0,1,2,marche,0,587.5
appartement,64,electrique,19,1,1,1,0,6,voiture,187,1424.38
appartement,139,pompe à chaleur,9,1,1,0,0,4,marche,0,381.25
maison,49,gaz,19,0,1,1,0,3,velo,10,490.93333333333334
appartement,92,pompe à chaleur,11,0,0,0,1,6,voiture,186,1357.3066666666668
appartement,140,electrique,9,0,0,0,1,6,velo,143,543.8466666666667
appartement,69,pompe à chaleur,11,0,1,1,1,2,marche,0,500.0
appartement,102,electrique,21,0,1,1,1,6,velo,142,445.25333333333333
maison,64,gaz,8,1,1,0,0,1,voiture,124,2498.76
appartement,108,electrique,9,1,0,1,1,2,marche,0,1227.5
appartement,121,gaz,13,1,1,0,0,5,voiture,105,1295.2
appartement,44,gaz,9,1,0,1,1,6,marche,0,232.5
appartement,53,electrique,12,1,0,1,0,6,marche,0,205.83333333333334
maison,144,pompe à chaleur,23,0,1,1,0,6,velo,77,306.68666666666667
appartement,133,electrique,6,0,1,0,1,3,velo,33,971.9133333333334
appartement,94,gaz,23,0,0,1,0,1,velo,15,2613.9
appartement,129,gaz,16,0,0,1,1,1,marche,0,3565.0
appartement,135,electrique,16,0,1,0,0,3,marche,0,960.0
appartement,128,gaz,15,1,0,0,1,4,velo,36,890.61
maison,78,gaz,8,0,1,0,0,4,marche,0,512.5
appartement,52,pompe à chaleur,24,0,1,1,1,6,marche,0,160.0
maison,124,electrique,19,1,1,0,1,5,velo,32,581.32
appartement,145,electrique,12,1,0,1,0,3,velo,58,1040.08
maison,83,electrique,13,0,0,1,1,3,marche,0,656.6666666666666
appartement,115,gaz,6,0,0,0,1,6,voiture,31,707.6066666666666
maison,143,electrique,9,1,0,1,0,1,marche,0,3005.0
maison,138,gaz,9,1,1,1,0,1,velo,166,3658.16
appartement,72,electrique,19,1,0,0,0,2,velo,65,844.4
maison,90,electrique,17,0,1,1,0,3,velo,38,683.2133333333334
maison,137,gaz,22,0,1,0,1,3,voiture,22,1408.9466666666667
appartement,68,pompe à chaleur,19,0,0,0,0,5,voiture,18,286.32
appartement,94,pompe à chaleur,11,1,1,1,1,6,marche,0,212.5
appartement,82,gaz,21,1,1,1,1,5,voiture,83,1014.92
appartement,138,gaz,25,0,0,1,0,3,voiture,192,2441.413333333333
maison,106,gaz,25,1,1,0,0,4,velo,23,742.23
maison,68,electrique,6,1,0,1,1,6,voiture,131,1088.2733333333333
maison,93,electrique,5,0,0,1,0,3,velo,92,670.5866666666666
maison,65,electrique,17,0,0,0,1,1,marche,0,1620.0
maison,98,gaz,8,0,0,0,0,1,marche,0,2530.0
appartement,103,electrique,9,1,0,1,1,6,voiture,152,1340.98
maison,115,gaz,21,0,0,1,0,5,voiture,97,1228.28
maison,78,pompe à chaleur,15,1,1,1,1,4,marche,0,288.75
appartement,62,gaz,15,0,0,0,0,5,velo,118,370.68
maison,51,pompe à chaleur,25,1,1,1,0,1,velo,77,855.02
appartement,44,gaz,22,1,0,0,1,3,velo,70,516.5333333333333
appartement,137,pompe à chaleur,17,0,1,0,1,2,voiture,126,1641.24
maison,116,pompe à chaleur,6,1,1,1,0,3,velo,57,446.4866666666667
appartement,128,gaz,19,1,1,1,0,2,voiture,67,2150.58
maison,81,electrique,12,1,1,0,0,3,marche,0,595.0
appartement,89,pompe à chaleur,22,1,1,1,1,1,marche,0,1335.0
maison,116,pompe à chaleur,10,1,0,0,1,1,velo,110,1463.6
maison,89,electrique,7,0,1,1,0,2,velo,92,973.92
maison,130,electrique,24,1,1,1,0,1,marche,0,2915.0
appartement,102,gaz,9,0,1,1,1,5,marche,0,568.0
maison,135,gaz,10,0,1,0,1,3,velo,164,1257.64
appartement,124,electrique,9,0,1,1,0,4,marche,0,655.0
appartement,94,gaz,15,0,1,0,1,6,velo,98,470.48
maison,80,pompe à chaleur,15,1,0,1,1,5,voiture,136,1079.6399999999999
maison,80,pompe à chaleur,22,0,1,0,1,3,velo,147,434.88666666666666
appartement,145,pompe à chaleur,6,0,1,0,1,3,voiture,70,996.8
appartement,145,pompe à chaleur,17,1,1,1,1,2,marche,0,922.5
maison,101,pompe à chaleur,8,1,1,1,1,1,velo,88,1337.88
maison,47,electrique,8,0,1,1,0,6,voiture,69,608.8933333333333
maison,79,pompe à chaleur,20,1,1,1,1,1,marche,0,1215.0
maison,51,electrique,17,0,1,0,0,1,velo,193,1260.18
maison,117,pompe à chaleur,25,0,1,1,0,3,marche,0,490.0
appartement,116,pompe à chaleur,17,0,0,1,0,4,marche,0,340.0
appartement,109,pompe à chaleur,12,0,0,0,0,3,marche,0,403.3333333333333
appartement,122,electrique,15,1,1,0,1,4,marche,0,696.25
maison,101,pompe à chaleur,14,0,1,0,1,2,voiture,141,1539.8400000000001
maison,98,gaz,12,1,1,0,1,1,velo,33,2773.58
appartement,142,pompe à chaleur,23,1,1,0,1,1,marche,0,1845.0
maison,84,electrique,24,1,1,1,0,2,voiture,57,1353.18
maison,32,electrique,21,0,1,0,0,1,voiture,189,2049.3599999999997
maison,85,pompe à chaleur,20,1,0,1,1,6,voiture,84,733.3266666666666
maison,105,pompe à chaleur,21,1,1,0,1,6,voiture,123,1010.02
maison,147,gaz,5,1,0,0,1,6,velo,130,683.8
maison,107,gaz,23,0,1,1,1,2,voiture,40,1802.1
appartement,30,pompe à chaleur,5,0,1,0,0,3,voiture,195,1340.1333333333332
appartement,88,pompe à chaleur,7,0,0,0,1,5,marche,0,220.0
maison,75,gaz,6,1,0,0,1,3,voiture,70,1140.1333333333334
appartement,90,electrique,7,0,0,1,0,2,voiture,54,1286.96
maison,142,pompe à chaleur,15,0,1,1,1,4,voiture,110,1128.9
appartement,53,electrique,24,0,1,1,1,4,voiture,66,786.8399999999999
appartement,133,electrique,7,0,1,0,0,3,marche,0,916.6666666666666
maison,36,gaz,19,1,0,1,0,5,velo,168,272.68
maison,43,pompe à chaleur,17,1,1,0,1,3,velo,31,273.06
maison,145,electrique,20,1,1,0,0,3,velo,128,1081.6133333333332
maison,137,gaz,17,1,0,1,0,5,velo,72,748.72
maison,143,pompe à chaleur,11,1,1,0,0,5,marche,0,317.0
maison,62,pompe à chaleur,5,0,1,1,1,3,voiture,75,758.0
appartement,63,gaz,25,1,0,0,1,5,velo,134,434.84000000000003
maison,76,gaz,9,1,0,0,1,3,velo,124,753.9066666666666
appartement,108,pompe à chaleur,16,1,1,0,1,1,velo,159,1476.34
appartement,67,gaz,16,1,1,1,1,3,velo,70,704.8666666666667
appartement,42,electrique,15,0,1,1,0,5,velo,118,238.68
maison,129,gaz,18,1,1,0,0,5,voiture,115,1407.6
appartement,150,electrique,24,0,1,1,1,5,marche,0,688.0
maison,64,gaz,17,0,0,1,0,5,voiture,197,1589.28
appartement,100,pompe à chaleur,8,1,1,1,0,2,voiture,171,1644.54
maison,62,gaz,24,1,1,1,0,6,marche,0,310.8333333333333
maison,80,gaz,22,1,0,0,1,5,marche,0,479.0
appartement,147,pompe à chaleur,14,0,1,0,0,1,velo,29,1637.54
maison,37,electrique,22,1,1,0,0,6,velo,97,192.72
maison,114,electrique,8,0,0,0,1,4,velo,40,637.9
maison,50,electrique,16,1,1,1,0,1,marche,0,1235.0
appartement,89,pompe à chaleur,15,0,0,1,0,5,velo,136,249.36
appartement,76,electrique,7,0,1,1,1,3,voiture,39,840.0266666666666
appartement,57,pompe à chaleur,9,0,1,0,1,4,voiture,188,1380.62
maison,116,gaz,8,0,1,1,1,5,marche,0,636.0
appartement,122,electrique,13,0,1,1,0,4,voiture,136,1503.6399999999999
maison,65,gaz,23,0,0,0,0,4,voiture,138,1324.87
maison,48,gaz,5,1,1,0,1,3,velo,191,531.3266666666667
appartement,40,electrique,23,0,0,0,1,1,marche,0,1180.0
appartement,44,electrique,6,0,0,1,1,5,voiture,40,473.6
maison,61,electrique,5,1,1,0,1,1,voiture,179,2581.96
appartement,123,gaz,21,0,0,0,0,3,marche,0,1095.0
maison,36,pompe à chaleur,13,1,1,1,0,4,marche,0,141.25
maison,60,pompe à chaleur,20,1,1,0,0,6,marche,0,140.83333333333334
appartement,140,gaz,7,1,0,0,1,2,marche,0,1872.5
appartement,30,pompe à chaleur,22,0,0,1,0,3,velo,93,207.51333333333335
appartement,49,electrique,18,1,1,0,0,4,velo,195,351.95
maison,104,pompe à chaleur,17,0,1,1,1,1,marche,0,1410.0
maison,42,gaz,18,1,1,0,1,5,marche,0,285.0
maison,69,pompe à chaleur,14,1,1,1,0,1,voiture,130,1716.2
appartement,140,electrique,16,0,1,0,1,4,voiture,163,1799.62
maison,59,gaz,17,1,0,0,1,5,velo,114,393.64
appartement,150,gaz,20,0,1,1,0,4,marche,0,1000.0
maison,37,gaz,22,1,1,1,1,4,voiture,107,1010.18
appartement,45,gaz,16,1,0,1,1,1,voiture,26,1652.24
appartement,125,gaz,10,1,1,1,0,6,marche,0,550.0
maison,82,gaz,17,0,1,0,1,6,voiture,10,460.7333333333333
appartement,126,gaz,21,0,0,0,0,2,voiture,97,2285.2799999999997
maison,71,pompe à chaleur,17,1,0,0,1,1,velo,53,1068.78
maison,122,electrique,11,0,1,0,1,3,voiture,125,1686.6666666666665
maison,115,electrique,7,0,0,0,0,3,marche,0,790.0
appartement,149,electrique,12,1,0,0,0,2,velo,65,1579.4
maison,94,gaz,21,0,0,1,0,1,marche,0,2590.0
appartement,105,pompe à chaleur,25,0,1,1,0,1,voiture,112,2048.88
appartement,46,pompe à chaleur,23,0,0,1,0,3,voiture,51,558.24
maison,95,pompe à chaleur,14,1,0,1,0,4,marche,0,286.25
maison,35,electrique,20,0,0,0,1,1,velo,172,1094.72
maison,31,gaz,13,0,0,1,0,2,marche,0,467.5
maison,113,electrique,23,1,0,0,1,5,marche,0,533.0
maison,56,electrique,23,0,0,0,1,1,marche,0,1500.0
appartement,63,gaz,22,0,1,1,1,2,velo,133,1032.08
maison,73,pompe à chaleur,8,1,1,0,0,6,marche,0,142.5
appartement,45,electrique,18,0,0,1,1,4,voiture,52,639.48
appartement,48,gaz,23,1,0,1,1,3,voiture,122,1306.28
appartement,55,gaz,24,1,1,0,1,4,voiture,167,1494.58
appartement,103,pompe à chaleur,25,1,0,0,1,1,velo,130,1488.8
appartement,51,electrique,22,1,0,0,1,1,voiture,89,1970.3600000000001
